path,model,task_order,experiment,noise_condition,game_params,myth_topic,agent,role,metric,split_round,z,mean_left,mean_right,n_left,n_right
data/json/baseline/claude-sonnet-4.5/game_myth/trickster_myth_topic/10runs_model_comparison_004_neutral_trickster_betrayal_and_price_10.json,anthropic/claude-sonnet-4.5,game_myth,,no_noise,,"a trickster who exploits others and the price that follows.  Include: a clever betrayal that works once, detection (human or supernatural), a punishment that is costly to carry out, and a reason the cycle ends rather than escalating forever.",Agent_1,trustee,return_rate,8,3.055555555555556,0.6666666666666666,0.9722222222222222,3,4
data/json/baseline/claude-sonnet-4.5/game_myth/trickster_myth_topic/10runs_model_comparison_004_neutral_trickster_betrayal_and_price_10.json,anthropic/claude-sonnet-4.5,game_myth,,no_noise,,"a trickster who exploits others and the price that follows.  Include: a clever betrayal that works once, detection (human or supernatural), a punishment that is costly to carry out, and a reason the cycle ends rather than escalating forever.",Agent_2,trustee,return_rate,7,3.4444444444444433,0.6111111111111112,0.9555555555555555,3,5
data/json/baseline/gpt-5-nano/game/myth_topics_gpt5_stable_000_gpt-5-nano_neutral_game_9.json,openai/gpt-5-nano,game,,no_noise,,anything,Agent_1,investor,send,9,2.1783245945486835,2.75,0.0,4,4
data/json/baseline/gpt-5-nano/game/myth_topics_gpt5_stable_000_gpt-5-nano_neutral_game_9.json,openai/gpt-5-nano,game,,no_noise,,anything,Agent_2,investor,send,8,2.160246899469287,2.0,0.0,3,4
data/json/baseline/gpt-5-nano/game_myth/anything/myth_topics_gpt5_stable_007_gpt-5-nano_neutral_game_myth_anything_2.json,openai/gpt-5-nano,game_myth,,no_noise,,anything,Agent_1,investor,send,7,2.3094010767585034,3.6666666666666665,5.0,3,5
data/json/baseline/gpt-5-nano/game_myth/anything/myth_topics_gpt5_stable_007_gpt-5-nano_neutral_game_myth_anything_2.json,openai/gpt-5-nano,game_myth,,no_noise,,anything,Agent_2,investor,send,8,20.0,3.0,5.0,3,4
data/json/baseline/gpt-5-nano/game_myth/anything/myth_topics_gpt5_stable_007_gpt-5-nano_neutral_game_myth_anything_2.json,openai/gpt-5-nano,game_myth,,no_noise,,anything,Agent_2,trustee,return_rate,9,2.805555555555556,0.3444444444444444,0.625,4,4
data/json/baseline/gpt-5-nano/game_myth/anything/myth_topics_gpt5_stable_007_gpt-5-nano_neutral_game_myth_anything_7.json,openai/gpt-5-nano,game_myth,,no_noise,,anything,Agent_1,investor,send,9,2.803652103289399,4.0,0.75,4,4
data/json/baseline/gpt-5-nano/game_myth/anything/myth_topics_gpt5_stable_007_gpt-5-nano_neutral_game_myth_anything_7.json,openai/gpt-5-nano,game_myth,,no_noise,,anything,Agent_1,trustee,return_rate,8,4.814814814814814,0.48148148148148145,0.0,3,4
data/json/baseline/gpt-5-nano/game_myth/anything/myth_topics_gpt5_stable_007_gpt-5-nano_neutral_game_myth_anything_7.json,openai/gpt-5-nano,game_myth,,no_noise,,anything,Agent_2,investor,send,8,2.514706009195581,3.6666666666666665,0.75,3,4
data/json/baseline/gpt-5-nano/game_myth/anything/myth_topics_gpt5_stable_007_gpt-5-nano_neutral_game_myth_anything_7.json,openai/gpt-5-nano,game_myth,,no_noise,,anything,Agent_2,trustee,return_rate,7,4.814814814814814,0.48148148148148145,0.0,3,5
data/json/baseline/gpt-5-nano/game_myth/hospitality_and_guest_right/myth_topics_gpt5_stable_011_gpt-5-nano_neutral_game_myth_hospitality_and_guest_right.json,openai/gpt-5-nano,game_myth,,no_noise,,"hospitality and guest-right. Include: a traveler of uncertain identity, a host facing real cost and risk, a violation of guest-right by someone else, and a resolution that frames hospitality as sacred law (ritual, taboo, or custom), not mere kindness.",Agent_1,investor,send,7,2.3094010767585034,2.0,0.0,3,5
data/json/baseline/gpt-5-nano/game_myth/hospitality_and_guest_right/myth_topics_gpt5_stable_011_gpt-5-nano_neutral_game_myth_hospitality_and_guest_right_5.json,openai/gpt-5-nano,game_myth,,no_noise,,"hospitality and guest-right. Include: a traveler of uncertain identity, a host facing real cost and risk, a violation of guest-right by someone else, and a resolution that frames hospitality as sacred law (ritual, taboo, or custom), not mere kindness.",Agent_2,investor,send,10,4.08248290463863,0.0,3.3333333333333335,4,3
data/json/baseline/gpt-5-nano/game_myth/hospitality_and_guest_right/myth_topics_gpt5_stable_011_gpt-5-nano_neutral_game_myth_hospitality_and_guest_right_7.json,openai/gpt-5-nano,game_myth,,no_noise,,"hospitality and guest-right. Include: a traveler of uncertain identity, a host facing real cost and risk, a violation of guest-right by someone else, and a resolution that frames hospitality as sacred law (ritual, taboo, or custom), not mere kindness.",Agent_1,investor,send,7,11.547005383792515,3.3333333333333335,0.0,3,5
data/json/baseline/gpt-5-nano/game_myth/hospitality_and_guest_right/myth_topics_gpt5_stable_011_gpt-5-nano_neutral_game_myth_hospitality_and_guest_right_7.json,openai/gpt-5-nano,game_myth,,no_noise,,"hospitality and guest-right. Include: a traveler of uncertain identity, a host facing real cost and risk, a violation of guest-right by someone else, and a resolution that frames hospitality as sacred law (ritual, taboo, or custom), not mere kindness.",Agent_1,trustee,return_rate,8,2.1513263648747323,0.2814814814814815,0.0,3,4
data/json/baseline/gpt-5-nano/game_myth/hospitality_and_guest_right/myth_topics_gpt5_stable_011_gpt-5-nano_neutral_game_myth_hospitality_and_guest_right_7.json,openai/gpt-5-nano,game_myth,,no_noise,,"hospitality and guest-right. Include: a traveler of uncertain identity, a host facing real cost and risk, a violation of guest-right by someone else, and a resolution that frames hospitality as sacred law (ritual, taboo, or custom), not mere kindness.",Agent_2,investor,send,10,5.291502622129181,4.0,0.0,4,3
data/json/baseline/gpt-5-nano/game_myth/hospitality_and_guest_right/myth_topics_gpt5_stable_011_gpt-5-nano_neutral_game_myth_hospitality_and_guest_right_7.json,openai/gpt-5-nano,game_myth,,no_noise,,"hospitality and guest-right. Include: a traveler of uncertain identity, a host facing real cost and risk, a violation of guest-right by someone else, and a resolution that frames hospitality as sacred law (ritual, taboo, or custom), not mere kindness.",Agent_2,trustee,return_rate,7,3.6111111111111107,0.3611111111111111,0.0,3,5
data/json/baseline/gpt-5-nano/game_myth/prosocial_religion_cultural_evolution/myth_topics_gpt5_stable_008_gpt-5-nano_neutral_game_myth_prosocial_religion_cultural_evolution_6.json,openai/gpt-5-nano,game_myth,,no_noise,,"the rise and spread of moralizing supernatural agents and ritual life over the last 10–12 millennia Include: increasingly potent moralizing agents, credible displays of faith, psychologically active rituals, high fertility, intergroup competition and conflict, group expansion and copying, beliefs arising as by-products later shaped over long cultural time.",Agent_1,investor,send,7,2.3094010767585034,2.0,0.0,3,5
data/json/baseline/gpt-5-nano/game_myth/prosocial_religion_cultural_evolution/myth_topics_gpt5_stable_008_gpt-5-nano_neutral_game_myth_prosocial_religion_cultural_evolution_7.json,openai/gpt-5-nano,game_myth,,no_noise,,"the rise and spread of moralizing supernatural agents and ritual life over the last 10–12 millennia Include: increasingly potent moralizing agents, credible displays of faith, psychologically active rituals, high fertility, intergroup competition and conflict, group expansion and copying, beliefs arising as by-products later shaped over long cultural time.",Agent_2,investor,send,8,2.160246899469287,2.0,0.0,3,4
data/json/baseline/gpt-5-nano/game_myth/reputation_gossip_and_honor/myth_topics_gpt5_stable_010_gpt-5-nano_neutral_game_myth_reputation_gossip_and_honor_2.json,openai/gpt-5-nano,game_myth,,no_noise,,"reputation, gossip, and honor. Include: an unseen ledger (literal or metaphorical), information traveling beyond direct witnesses, a character choosing between short-term appetite and long-term standing, and a durable social pattern emerging from shared memory.",Agent_2,investor,send,8,2.160246899469287,2.0,0.0,3,4
data/json/baseline/gpt-5-nano/game_myth/reputation_gossip_and_honor/myth_topics_gpt5_stable_010_gpt-5-nano_neutral_game_myth_reputation_gossip_and_honor_3.json,openai/gpt-5-nano,game_myth,,no_noise,,"reputation, gossip, and honor. Include: an unseen ledger (literal or metaphorical), information traveling beyond direct witnesses, a character choosing between short-term appetite and long-term standing, and a durable social pattern emerging from shared memory.",Agent_1,investor,send,7,1.8543452998910612,2.3333333333333335,0.0,3,5
data/json/baseline/gpt-5-nano/game_myth/reputation_gossip_and_honor/myth_topics_gpt5_stable_010_gpt-5-nano_neutral_game_myth_reputation_gossip_and_honor_3.json,openai/gpt-5-nano,game_myth,,no_noise,,"reputation, gossip, and honor. Include: an unseen ledger (literal or metaphorical), information traveling beyond direct witnesses, a character choosing between short-term appetite and long-term standing, and a durable social pattern emerging from shared memory.",Agent_2,investor,send,8,2.041241452319315,1.6666666666666667,0.0,3,4
data/json/baseline/gpt-5-nano/game_myth/reputation_gossip_and_honor/myth_topics_gpt5_stable_010_gpt-5-nano_neutral_game_myth_reputation_gossip_and_honor_3.json,openai/gpt-5-nano,game_myth,,no_noise,,"reputation, gossip, and honor. Include: an unseen ledger (literal or metaphorical), information traveling beyond direct witnesses, a character choosing between short-term appetite and long-term standing, and a durable social pattern emerging from shared memory.",Agent_2,trustee,return_rate,7,2.0429317217479066,0.25555555555555554,0.0,3,5
data/json/baseline/gpt-5-nano/game_myth/sacred_oaths_and_covenants/myth_topics_gpt5_stable_009_gpt-5-nano_neutral_game_myth_sacred_oaths_and_covenants_3.json,openai/gpt-5-nano,game_myth,,no_noise,,"sacred oaths and covenants. Include: a public vow, a costly binding act, a temptation to break the vow, and a consequence that makes vow-keeping feel inevitable over time.",Agent_1,trustee,return_rate,8,2.1602468994692865,0.2222222222222222,0.0,3,4
data/json/baseline/gpt-5-nano/game_myth/sacred_oaths_and_covenants/myth_topics_gpt5_stable_009_gpt-5-nano_neutral_game_myth_sacred_oaths_and_covenants_3.json,openai/gpt-5-nano,game_myth,,no_noise,,"sacred oaths and covenants. Include: a public vow, a costly binding act, a temptation to break the vow, and a consequence that makes vow-keeping feel inevitable over time.",Agent_2,investor,send,10,1.8708286933869707,3.0,0.0,4,3
data/json/baseline/gpt-5-nano/game_myth/sacred_oaths_and_covenants/myth_topics_gpt5_stable_009_gpt-5-nano_neutral_game_myth_sacred_oaths_and_covenants_8.json,openai/gpt-5-nano,game_myth,,no_noise,,"sacred oaths and covenants. Include: a public vow, a costly binding act, a temptation to break the vow, and a consequence that makes vow-keeping feel inevitable over time.",Agent_1,investor,send,7,2.3094010767585034,2.0,0.0,3,5
data/json/baseline/gpt-5-nano/game_myth/sacred_oaths_and_covenants/myth_topics_gpt5_stable_009_gpt-5-nano_neutral_game_myth_sacred_oaths_and_covenants_8.json,openai/gpt-5-nano,game_myth,,no_noise,,"sacred oaths and covenants. Include: a public vow, a costly binding act, a temptation to break the vow, and a consequence that makes vow-keeping feel inevitable over time.",Agent_1,trustee,return_rate,8,2.1602468994692865,0.2222222222222222,0.0,3,4
data/json/baseline/gpt-5-nano/game_myth/sacred_oaths_and_covenants/myth_topics_gpt5_stable_009_gpt-5-nano_neutral_game_myth_sacred_oaths_and_covenants_8.json,openai/gpt-5-nano,game_myth,,no_noise,,"sacred oaths and covenants. Include: a public vow, a costly binding act, a temptation to break the vow, and a consequence that makes vow-keeping feel inevitable over time.",Agent_2,investor,send,8,8.640987597877146,2.6666666666666665,0.0,3,4
data/json/baseline/gpt-5-nano/game_myth/sacred_oaths_and_covenants/myth_topics_gpt5_stable_009_gpt-5-nano_neutral_game_myth_sacred_oaths_and_covenants_8.json,openai/gpt-5-nano,game_myth,,no_noise,,"sacred oaths and covenants. Include: a public vow, a costly binding act, a temptation to break the vow, and a consequence that makes vow-keeping feel inevitable over time.",Agent_2,trustee,return_rate,7,2.222222222222222,0.2222222222222222,0.0,3,5
data/json/baseline/gpt-5-nano/game_myth/trickster_betrayal_and_price/myth_topics_gpt5_stable_012_gpt-5-nano_neutral_game_myth_trickster_betrayal_and_price.json,openai/gpt-5-nano,game_myth,,no_noise,,"a trickster who exploits others and the price that follows.  Include: a clever betrayal that works once, detection (human or supernatural), a punishment that is costly to carry out, and a reason the cycle ends rather than escalating forever.",Agent_2,investor,send,8,2.037636077496108,0.0,2.75,3,4
data/json/baseline/gpt-5-nano/myth_game/anything/myth_topics_gpt5_stable_013_gpt-5-nano_neutral_myth_game_anything_3.json,openai/gpt-5-nano,myth_game,,no_noise,,anything,Agent_1,investor,send,7,2.1192517713040697,2.6666666666666665,0.0,3,5
data/json/baseline/gpt-5-nano/myth_game/anything/myth_topics_gpt5_stable_013_gpt-5-nano_neutral_myth_game_anything_3.json,openai/gpt-5-nano,myth_game,,no_noise,,anything,Agent_2,trustee,return_rate,7,2.24179415327122,0.25925925925925924,0.0,3,5
data/json/baseline/gpt-5-nano/myth_game/anything/myth_topics_gpt5_stable_013_gpt-5-nano_neutral_myth_game_anything_4.json,openai/gpt-5-nano,myth_game,,no_noise,,anything,Agent_1,investor,send,7,2.3094010767585034,3.6666666666666665,5.0,3,5
data/json/baseline/gpt-5-nano/myth_game/anything/myth_topics_gpt5_stable_013_gpt-5-nano_neutral_myth_game_anything_4.json,openai/gpt-5-nano,myth_game,,no_noise,,anything,Agent_1,trustee,return_rate,8,1.6329931618554523,0.3333333333333333,0.6,3,4
data/json/baseline/gpt-5-nano/myth_game/anything/myth_topics_gpt5_stable_013_gpt-5-nano_neutral_myth_game_anything_6.json,openai/gpt-5-nano,myth_game,,no_noise,,anything,Agent_1,investor,send,7,9.23760430703401,2.6666666666666665,0.0,3,5
data/json/baseline/gpt-5-nano/myth_game/anything/myth_topics_gpt5_stable_013_gpt-5-nano_neutral_myth_game_anything_6.json,openai/gpt-5-nano,myth_game,,no_noise,,anything,Agent_1,trustee,return_rate,8,2.1602468994692865,0.2222222222222222,0.0,3,4
data/json/baseline/gpt-5-nano/myth_game/anything/myth_topics_gpt5_stable_013_gpt-5-nano_neutral_myth_game_anything_6.json,openai/gpt-5-nano,myth_game,,no_noise,,anything,Agent_2,investor,send,8,2.160246899469287,2.0,0.0,3,4
data/json/baseline/gpt-5-nano/myth_game/anything/myth_topics_gpt5_stable_013_gpt-5-nano_neutral_myth_game_anything_6.json,openai/gpt-5-nano,myth_game,,no_noise,,anything,Agent_2,trustee,return_rate,7,3.8888888888888884,0.38888888888888884,0.0,3,5
data/json/baseline/gpt-5-nano/myth_game/prosocial_religion_cultural_evolution/myth_topics_gpt5_stable_014_gpt-5-nano_neutral_myth_game_prosocial_religion_cultural_evolution_2.json,openai/gpt-5-nano,myth_game,,no_noise,,"the rise and spread of moralizing supernatural agents and ritual life over the last 10–12 millennia Include: increasingly potent moralizing agents, credible displays of faith, psychologically active rituals, high fertility, intergroup competition and conflict, group expansion and copying, beliefs arising as by-products later shaped over long cultural time.",Agent_1,investor,send,7,2.3094010767585034,2.0,0.0,3,5
data/json/baseline/gpt-5-nano/myth_game/prosocial_religion_cultural_evolution/myth_topics_gpt5_stable_014_gpt-5-nano_neutral_myth_game_prosocial_religion_cultural_evolution_7.json,openai/gpt-5-nano,myth_game,,no_noise,,"the rise and spread of moralizing supernatural agents and ritual life over the last 10–12 millennia Include: increasingly potent moralizing agents, credible displays of faith, psychologically active rituals, high fertility, intergroup competition and conflict, group expansion and copying, beliefs arising as by-products later shaped over long cultural time.",Agent_1,investor,send,7,2.3094010767585034,2.0,0.0,3,5
data/json/baseline/gpt-5-nano/myth_game/prosocial_religion_cultural_evolution/myth_topics_gpt5_stable_014_gpt-5-nano_neutral_myth_game_prosocial_religion_cultural_evolution_7.json,openai/gpt-5-nano,myth_game,,no_noise,,"the rise and spread of moralizing supernatural agents and ritual life over the last 10–12 millennia Include: increasingly potent moralizing agents, credible displays of faith, psychologically active rituals, high fertility, intergroup competition and conflict, group expansion and copying, beliefs arising as by-products later shaped over long cultural time.",Agent_2,investor,send,8,2.160246899469287,2.0,0.0,3,4
data/json/baseline/gpt-5-nano/myth_game/prosocial_religion_cultural_evolution/myth_topics_gpt5_stable_014_gpt-5-nano_neutral_myth_game_prosocial_religion_cultural_evolution_7.json,openai/gpt-5-nano,myth_game,,no_noise,,"the rise and spread of moralizing supernatural agents and ritual life over the last 10–12 millennia Include: increasingly potent moralizing agents, credible displays of faith, psychologically active rituals, high fertility, intergroup competition and conflict, group expansion and copying, beliefs arising as by-products later shaped over long cultural time.",Agent_2,trustee,return_rate,7,2.222222222222222,0.2222222222222222,0.0,3,5
data/json/baseline/gpt-5-nano/myth_game/prosocial_religion_cultural_evolution/myth_topics_gpt5_stable_014_gpt-5-nano_neutral_myth_game_prosocial_religion_cultural_evolution_8.json,openai/gpt-5-nano,myth_game,,no_noise,,"the rise and spread of moralizing supernatural agents and ritual life over the last 10–12 millennia Include: increasingly potent moralizing agents, credible displays of faith, psychologically active rituals, high fertility, intergroup competition and conflict, group expansion and copying, beliefs arising as by-products later shaped over long cultural time.",Agent_1,investor,send,7,2.3094010767585034,2.0,0.0,3,5
